id,name,age,job,balance,housing,loan,y
2501,Bob,50,Nurse,4672,yes,yes,no
2502,John,38,Artist,1945,no,no,yes
2503,Bob,28,Engineer,2217,yes,yes,no
2504,Jane,34,Manager,4503,no,yes,no
2505,Bob,23,Analyst,1619,no,yes,no
2506,Bob,40,Nurse,4254,no,yes,yes
2507,Liam,40,Lawyer,2057,yes,yes,yes
2508,Jane,32,Analyst,2571,no,yes,no
2509,Doe,44,Lawyer,2154,yes,no,no
2510,Emma,35,Manager,3090,no,no,yes
2511,Doe,22,Analyst,767,no,no,yes
2512,John,22,Programmer,3630,no,no,yes
2513,Sophia,52,Manager,2206,no,yes,yes
2514,Sophia,43,Nurse,2216,no,yes,no
2515,John,31,Programmer,3135,no,yes,no
2516,Charlie,28,Lawyer,2891,yes,no,no
2517,Bob,40,Analyst,3214,yes,no,yes
2518,Jane,30,Lawyer,1791,yes,yes,no
2519,Doe,58,Scientist,4763,no,yes,yes
2520,Doe,58,Engineer,989,yes,yes,yes
2521,Doe,31,Manager,2982,no,yes,no
2522,Bob,55,Programmer,2177,yes,yes,no
2523,Doe,22,Doctor,2035,no,no,no
2524,Olivia,23,Analyst,4933,no,yes,yes
2525,Charlie,57,Artist,2744,yes,no,no
2526,Olivia,42,Doctor,2904,yes,yes,no
2527,Sophia,22,Doctor,809,no,yes,yes
2528,Jane,32,Analyst,3908,yes,yes,yes
2529,Emma,38,Analyst,2174,no,yes,yes
2530,Liam,54,Doctor,2526,no,yes,yes
2531,Charlie,58,Artist,4000,no,yes,yes
2532,Bob,35,Engineer,3124,no,yes,no
2533,Bob,53,Teacher,609,no,yes,no
2534,Jane,32,Engineer,4681,yes,yes,no
2535,Sophia,41,Doctor,4632,no,yes,no
2536,Olivia,35,Artist,2884,no,yes,no
2537,Olivia,56,Lawyer,3743,no,yes,yes
2538,Olivia,45,Doctor,4144,no,yes,no
2539,Alice,27,Teacher,4511,no,no,no
2540,Liam,58,Analyst,776,yes,no,no
2541,Jane,46,Lawyer,3044,no,no,yes
2542,Olivia,49,Nurse,1252,no,yes,yes
2543,Doe,34,Nurse,2509,no,no,no
2544,Sophia,51,Nurse,4232,yes,yes,no
2545,Olivia,50,Teacher,4979,no,no,no
2546,Bob,27,Manager,1457,yes,no,no
2547,Bob,47,Nurse,856,no,no,yes
2548,Alice,32,Manager,3269,no,yes,no
2549,Sophia,52,Scientist,1755,yes,no,no
2550,Olivia,32,Nurse,1077,no,no,yes
2551,Liam,34,Manager,4577,yes,no,yes
2552,Bob,33,Manager,510,no,no,yes
2553,Doe,46,Scientist,3925,yes,no,no
2554,Charlie,23,Analyst,4150,yes,yes,no
2555,Charlie,60,Lawyer,3957,no,no,yes
2556,Liam,35,Engineer,788,yes,no,no
2557,Emma,34,Lawyer,1644,yes,yes,yes
2558,Jane,52,Nurse,4750,no,yes,yes
2559,Sophia,37,Analyst,2799,yes,no,no
2560,Charlie,29,Teacher,4298,yes,no,yes
2561,Sophia,54,Programmer,4964,no,yes,yes
2562,Olivia,59,Analyst,3063,no,yes,yes
2563,Liam,41,Scientist,875,no,yes,no
2564,Emma,48,Programmer,3080,no,no,no
2565,Alice,22,Artist,4483,yes,no,yes
2566,Jane,55,Engineer,3939,yes,yes,yes
2567,Emma,56,Analyst,3090,yes,yes,yes
2568,Jane,25,Scientist,4127,yes,yes,no
2569,Bob,44,Scientist,2369,yes,yes,yes
2570,Olivia,45,Artist,2860,no,no,no
2571,John,38,Teacher,2600,no,yes,no
2572,Olivia,48,Lawyer,3863,no,yes,no
2573,Charlie,41,Teacher,4356,yes,yes,no
2574,John,51,Programmer,1133,no,no,no
2575,Liam,32,Manager,4863,yes,no,no
2576,Jane,48,Teacher,3204,no,no,yes
2577,Doe,40,Scientist,595,yes,yes,yes
2578,Charlie,40,Scientist,2725,no,yes,yes
2579,Alice,34,Manager,1167,no,no,no
2580,Jane,49,Analyst,686,yes,no,no
2581,Liam,41,Doctor,2703,yes,yes,yes
2582,Sophia,33,Engineer,1246,no,no,no
2583,Emma,55,Teacher,2572,no,no,no
2584,Liam,55,Lawyer,3214,yes,no,no
2585,Liam,26,Analyst,4583,no,no,no
2586,Alice,41,Manager,3848,yes,no,no
2587,Bob,42,Manager,1782,no,yes,yes
2588,Bob,29,Doctor,3948,no,yes,yes
2589,Alice,41,Nurse,4363,yes,yes,yes
2590,Jane,45,Manager,2406,no,yes,yes
2591,Emma,27,Teacher,1659,yes,yes,yes
2592,Emma,44,Engineer,3576,yes,no,no
2593,Alice,48,Engineer,3443,no,no,no
2594,Sophia,50,Scientist,3900,yes,yes,yes
2595,Bob,28,Lawyer,2790,no,yes,no
2596,Liam,55,Doctor,2068,no,yes,no
2597,Olivia,29,Nurse,1211,no,yes,no
2598,Emma,43,Programmer,910,no,yes,no
2599,Sophia,47,Artist,1130,yes,no,no
2600,Alice,34,Analyst,2008,yes,no,yes
2601,Jane,53,Scientist,3371,yes,yes,no
2602,Jane,39,Teacher,3663,no,yes,no
2603,Emma,59,Lawyer,549,yes,yes,no
2604,Bob,35,Manager,1122,yes,yes,no
2605,Liam,32,Doctor,4131,no,yes,no
2606,Liam,34,Programmer,1799,no,yes,yes
2607,Jane,46,Lawyer,4538,no,no,no
2608,Liam,57,Manager,2245,yes,yes,yes
2609,Charlie,31,Engineer,4551,yes,no,no
2610,Jane,59,Artist,1139,no,yes,no
2611,Bob,27,Manager,998,yes,yes,yes
2612,Emma,51,Doctor,3869,no,no,no
2613,Jane,34,Artist,2895,no,no,yes
2614,Bob,27,Analyst,1850,yes,no,no
2615,Liam,32,Scientist,763,yes,no,yes
2616,Sophia,59,Manager,3950,yes,no,yes
2617,Olivia,33,Scientist,2364,no,yes,yes
2618,Olivia,46,Doctor,564,no,yes,no
2619,Alice,58,Analyst,2300,no,yes,yes
2620,John,44,Teacher,2837,yes,no,no
2621,Bob,23,Engineer,1168,yes,yes,yes
2622,Charlie,38,Scientist,3153,yes,yes,no
2623,Jane,28,Doctor,2225,no,no,no
2624,Olivia,50,Doctor,2061,yes,no,yes
2625,Doe,53,Nurse,3045,no,no,yes
2626,Doe,34,Programmer,2431,no,no,yes
2627,Bob,39,Programmer,1706,yes,yes,no
2628,Doe,45,Manager,2460,yes,no,yes
2629,Jane,43,Nurse,1040,no,no,yes
2630,Olivia,43,Engineer,2344,no,no,yes
2631,Olivia,27,Analyst,3935,no,yes,no
2632,Bob,38,Engineer,3222,no,no,yes
2633,Jane,34,Teacher,2115,no,no,no
2634,Doe,59,Artist,935,no,no,yes
2635,Emma,50,Teacher,2509,no,yes,no
2636,Liam,58,Engineer,4998,no,yes,no
2637,Doe,31,Artist,1768,no,yes,yes
2638,Emma,51,Manager,3703,no,no,yes
2639,Charlie,30,Analyst,3148,yes,no,yes
2640,Bob,60,Engineer,4580,yes,no,no
2641,Doe,60,Programmer,4520,yes,no,yes
2642,Alice,29,Engineer,4305,yes,no,yes
2643,Emma,25,Artist,2470,no,yes,no
2644,Charlie,40,Analyst,1809,no,no,yes
2645,Bob,39,Artist,3224,yes,no,no
2646,Emma,25,Doctor,2019,yes,no,no
2647,Doe,25,Doctor,868,no,no,yes
2648,Alice,33,Teacher,2293,no,yes,yes
2649,Sophia,53,Lawyer,3517,yes,yes,no
2650,Liam,24,Programmer,1643,yes,no,no
2651,Jane,57,Teacher,4437,yes,yes,no
2652,Emma,36,Programmer,3690,yes,yes,no
2653,Alice,42,Nurse,4860,no,yes,yes
2654,Bob,25,Scientist,1341,no,no,no
2655,Emma,41,Lawyer,2616,yes,no,yes
2656,Alice,29,Lawyer,4938,yes,no,no
2657,Liam,48,Nurse,3262,no,yes,no
2658,Doe,44,Manager,3397,yes,yes,yes
2659,John,31,Lawyer,2066,no,yes,no
2660,Alice,59,Lawyer,1088,yes,yes,no
2661,Bob,34,Nurse,1409,yes,no,yes
2662,Charlie,45,Nurse,683,yes,yes,yes
2663,Emma,56,Teacher,2256,yes,yes,no
2664,Emma,32,Scientist,3397,no,yes,no
2665,Emma,29,Analyst,556,no,yes,yes
2666,John,38,Scientist,1196,yes,yes,no
2667,Sophia,37,Manager,3055,yes,yes,yes
2668,Doe,53,Nurse,1444,yes,no,yes
2669,Olivia,38,Teacher,3842,yes,yes,no
2670,Emma,31,Engineer,657,yes,no,yes
2671,Olivia,27,Teacher,3965,yes,no,yes
2672,Alice,49,Lawyer,2238,no,no,no
2673,Emma,40,Doctor,3498,no,yes,no
2674,Doe,42,Doctor,4224,no,yes,yes
2675,Alice,47,Teacher,4937,no,no,no
2676,Doe,54,Nurse,563,no,no,yes
2677,Olivia,35,Programmer,4428,yes,no,yes
2678,Sophia,40,Teacher,4574,no,yes,no
2679,Jane,52,Teacher,4898,no,no,no
2680,Olivia,38,Manager,3629,no,no,no
2681,Olivia,24,Artist,4582,yes,no,yes
2682,John,46,Manager,2979,yes,yes,yes
2683,Doe,53,Teacher,911,no,no,yes
2684,Charlie,55,Teacher,3070,yes,no,no
2685,Jane,26,Scientist,1828,yes,yes,no
2686,Liam,51,Manager,4721,no,no,yes
2687,Charlie,59,Manager,1499,yes,no,no
2688,Jane,26,Engineer,3863,yes,no,yes
2689,Sophia,49,Engineer,3874,no,yes,yes
2690,Doe,29,Analyst,3584,yes,yes,yes
2691,Jane,22,Teacher,4443,yes,yes,no
2692,John,46,Programmer,4682,yes,yes,no
2693,Doe,54,Doctor,3645,no,no,yes
2694,Jane,43,Nurse,3603,yes,no,yes
2695,Sophia,36,Artist,3228,yes,yes,yes
2696,Alice,25,Teacher,2538,yes,no,no
2697,Charlie,55,Manager,2785,yes,yes,no
2698,John,51,Manager,1584,no,no,yes
2699,Jane,49,Lawyer,501,yes,no,yes
2700,Alice,32,Teacher,3744,yes,no,no
2701,Jane,50,Analyst,1721,no,no,no
2702,Alice,41,Programmer,1821,no,yes,yes
2703,Liam,39,Teacher,1085,no,yes,no
2704,Charlie,23,Manager,3272,no,no,yes
2705,Emma,25,Nurse,4185,no,yes,no
2706,Jane,40,Nurse,1890,no,yes,yes
2707,Liam,38,Manager,1706,yes,no,yes
2708,Bob,50,Artist,3225,yes,yes,yes
2709,Jane,49,Engineer,4201,yes,yes,yes
2710,Sophia,40,Teacher,3509,no,yes,no
2711,Jane,22,Nurse,1113,no,yes,yes
2712,John,25,Programmer,4703,yes,yes,yes
2713,Alice,44,Scientist,4956,yes,no,yes
2714,Charlie,28,Engineer,1317,yes,no,yes
2715,Liam,44,Scientist,1327,yes,no,yes
2716,Alice,47,Artist,1854,yes,no,no
2717,Doe,52,Engineer,1360,yes,no,no
2718,Jane,32,Scientist,4793,yes,no,no
2719,Liam,45,Artist,4067,yes,no,no
2720,Charlie,25,Scientist,3150,no,yes,no
2721,Liam,40,Engineer,1444,yes,no,no
2722,Emma,52,Doctor,4893,no,yes,no
2723,Liam,25,Doctor,4303,no,no,yes
2724,Alice,53,Programmer,1403,no,yes,no
2725,Sophia,46,Manager,4202,no,no,yes
2726,Alice,56,Doctor,836,no,no,yes
2727,Olivia,56,Teacher,4696,no,yes,yes
2728,John,44,Analyst,759,no,no,no
2729,Olivia,59,Programmer,1248,yes,yes,yes
2730,Charlie,48,Nurse,2014,yes,yes,no
2731,Doe,44,Analyst,2832,yes,no,no
2732,John,37,Programmer,4144,no,yes,yes
2733,John,55,Engineer,2296,yes,yes,no
2734,Emma,44,Nurse,2754,no,no,no
2735,John,44,Analyst,2412,yes,yes,yes
2736,Bob,55,Lawyer,3778,yes,no,yes
2737,Jane,42,Doctor,2115,no,no,no
2738,Emma,47,Engineer,4747,yes,no,yes
2739,Olivia,46,Nurse,3231,no,yes,yes
2740,Sophia,33,Doctor,1670,no,yes,yes
2741,Sophia,47,Manager,4292,no,yes,yes
2742,Emma,38,Nurse,1837,no,no,yes
2743,John,26,Programmer,4197,no,no,yes
2744,Sophia,26,Programmer,2290,no,yes,no
2745,Olivia,60,Lawyer,2084,no,no,no
2746,Charlie,50,Analyst,4239,yes,no,yes
2747,Emma,56,Scientist,983,no,no,yes
2748,John,35,Lawyer,4132,no,no,yes
2749,Bob,54,Artist,3828,yes,no,yes
2750,Bob,52,Lawyer,519,yes,no,no
2751,Alice,53,Artist,4604,no,yes,no
2752,Doe,47,Programmer,4080,yes,yes,no
2753,Olivia,48,Programmer,1555,no,no,no
2754,Sophia,50,Artist,4421,no,no,yes
2755,Emma,40,Scientist,3442,yes,no,yes
2756,Jane,41,Artist,3482,no,no,yes
2757,Liam,35,Programmer,3452,no,yes,yes
2758,John,37,Artist,2700,yes,yes,yes
2759,John,38,Artist,1857,no,no,no
2760,Liam,54,Nurse,2607,yes,yes,no
2761,Bob,27,Doctor,3095,yes,yes,yes
2762,Jane,57,Artist,786,no,no,yes
2763,Bob,33,Artist,3348,no,no,yes
2764,Alice,35,Analyst,3661,no,no,yes
2765,Bob,59,Nurse,1334,no,no,no
2766,Emma,54,Doctor,613,yes,yes,yes
2767,John,49,Teacher,4670,yes,no,no
2768,John,59,Programmer,3692,yes,no,no
2769,Doe,43,Artist,4951,no,no,yes
2770,Jane,58,Manager,1270,no,yes,yes
2771,Bob,44,Programmer,3083,yes,yes,no
2772,Bob,40,Lawyer,4573,no,yes,no
2773,Bob,52,Scientist,4546,no,yes,no
2774,Sophia,23,Teacher,3536,yes,yes,yes
2775,Doe,45,Analyst,1992,yes,no,yes
2776,Jane,41,Doctor,1348,no,no,yes
2777,Liam,40,Programmer,1378,yes,no,no
2778,Emma,41,Artist,4781,no,no,yes
2779,Emma,24,Lawyer,923,yes,no,yes
2780,Olivia,29,Nurse,1155,no,yes,yes
2781,Charlie,51,Engineer,1736,no,no,yes
2782,Sophia,49,Lawyer,932,no,yes,yes
2783,Charlie,26,Doctor,2955,yes,no,yes
2784,Bob,42,Artist,4031,yes,yes,no
2785,Emma,41,Programmer,4235,yes,yes,no
2786,Doe,31,Lawyer,1477,yes,yes,yes
2787,Emma,22,Artist,3038,yes,no,no
2788,Jane,60,Doctor,1598,no,yes,yes
2789,Jane,46,Teacher,540,yes,no,no
2790,Alice,47,Programmer,2606,no,no,yes
2791,Bob,60,Lawyer,1450,yes,yes,yes
2792,Charlie,59,Lawyer,4926,yes,no,no
2793,Bob,45,Engineer,4044,yes,yes,yes
2794,Emma,33,Scientist,3520,yes,no,no
2795,Sophia,42,Manager,2619,no,no,no
2796,Doe,44,Lawyer,4887,yes,no,yes
2797,Liam,52,Manager,1334,yes,yes,no
2798,Doe,40,Nurse,2304,yes,no,yes
2799,Doe,55,Scientist,1901,no,yes,no
2800,Charlie,31,Programmer,2108,yes,no,no
2801,John,23,Teacher,3537,yes,no,yes
2802,Emma,36,Doctor,2035,yes,no,yes
2803,Emma,24,Analyst,3999,yes,yes,no
2804,Bob,32,Engineer,2001,no,yes,no
2805,Bob,59,Doctor,2017,no,yes,yes
2806,Liam,46,Engineer,1761,no,no,yes
2807,Olivia,59,Manager,1956,no,yes,yes
2808,John,26,Doctor,4482,no,no,yes
2809,Charlie,35,Doctor,581,no,yes,no
2810,Alice,30,Engineer,1576,yes,no,yes
2811,Emma,56,Analyst,1101,no,yes,yes
2812,Olivia,31,Engineer,1300,no,yes,no
2813,Olivia,41,Engineer,4819,no,no,yes
2814,Jane,50,Lawyer,2038,no,yes,yes
2815,Olivia,27,Teacher,2434,yes,yes,yes
2816,Liam,60,Nurse,2943,yes,yes,yes
2817,Liam,39,Nurse,2422,yes,no,yes
2818,Olivia,25,Doctor,2893,no,yes,yes
2819,Charlie,33,Manager,1183,yes,yes,yes
2820,Liam,33,Teacher,1854,no,no,no
2821,Jane,37,Teacher,1318,no,yes,yes
2822,Bob,29,Scientist,4874,no,yes,yes
2823,Charlie,50,Doctor,3040,no,yes,no
2824,Liam,54,Nurse,2782,yes,yes,yes
2825,Sophia,26,Teacher,1044,no,yes,no
2826,Jane,42,Engineer,4690,yes,no,no
2827,Alice,44,Manager,1103,no,no,yes
2828,Charlie,24,Artist,2815,yes,yes,yes
2829,Charlie,39,Engineer,2652,no,no,no
2830,Charlie,51,Programmer,2043,yes,no,yes
2831,Emma,39,Scientist,2794,yes,no,yes
2832,Sophia,47,Engineer,3293,no,yes,no
2833,Emma,37,Lawyer,2953,yes,no,yes
2834,Alice,36,Programmer,3068,no,no,yes
2835,Liam,44,Analyst,2809,yes,no,no
2836,Alice,39,Doctor,4238,yes,no,yes
2837,Sophia,40,Doctor,4094,no,no,no
2838,Sophia,59,Artist,4205,yes,yes,yes
2839,Jane,24,Teacher,3450,yes,yes,yes
2840,John,51,Teacher,1570,yes,no,no
2841,Bob,25,Programmer,2965,yes,no,no
2842,Liam,45,Programmer,1814,yes,no,no
2843,Alice,22,Engineer,3705,yes,yes,yes
2844,Doe,60,Manager,3130,yes,no,no
2845,Liam,36,Engineer,1090,yes,yes,yes
2846,Doe,31,Doctor,638,yes,no,no
2847,Bob,22,Lawyer,1027,yes,no,yes
2848,Bob,50,Programmer,4877,yes,yes,no
2849,Bob,49,Engineer,1035,yes,yes,no
2850,Emma,38,Engineer,1965,no,no,no
2851,Jane,46,Nurse,3993,yes,no,yes
2852,Alice,34,Teacher,4154,no,no,yes
2853,Alice,49,Nurse,2182,yes,no,yes
2854,Bob,54,Engineer,1405,no,no,no
2855,Sophia,52,Engineer,1583,yes,yes,no
2856,Doe,52,Programmer,2907,no,no,no
2857,Charlie,50,Lawyer,3709,no,no,no
2858,Liam,33,Lawyer,1981,no,yes,yes
2859,Doe,25,Programmer,1553,no,no,no
2860,Bob,37,Programmer,3484,yes,no,yes
2861,Olivia,38,Doctor,1301,no,no,no
2862,Jane,38,Scientist,791,no,no,no
2863,Olivia,41,Manager,1340,yes,yes,yes
2864,Charlie,56,Artist,3803,no,no,yes
2865,Alice,59,Manager,2705,yes,no,no
2866,Bob,29,Nurse,602,no,yes,yes
2867,Liam,43,Engineer,3722,no,no,yes
2868,Jane,58,Manager,3638,no,no,no
2869,John,23,Analyst,2585,no,no,yes
2870,Jane,27,Doctor,1975,yes,yes,yes
2871,Jane,57,Manager,1352,no,yes,no
2872,Jane,25,Analyst,1624,yes,yes,no
2873,Charlie,54,Engineer,1318,no,yes,yes
2874,Bob,54,Analyst,818,yes,no,no
2875,Doe,25,Analyst,2888,no,yes,no
2876,Olivia,47,Teacher,4059,yes,yes,yes
2877,Doe,35,Programmer,2502,yes,yes,no
2878,Sophia,49,Teacher,2297,yes,yes,no
2879,Liam,24,Manager,1483,no,yes,yes
2880,John,46,Lawyer,1866,no,yes,yes
2881,Emma,32,Teacher,1672,no,yes,yes
2882,Jane,22,Artist,3525,no,no,no
2883,Emma,52,Lawyer,2555,yes,yes,yes
2884,Alice,42,Programmer,907,yes,no,yes
2885,Alice,24,Nurse,653,yes,yes,yes
2886,Olivia,53,Nurse,3876,yes,yes,no
2887,Emma,26,Nurse,2896,yes,yes,no
2888,Olivia,54,Doctor,3806,no,no,yes
2889,Emma,22,Manager,3302,no,yes,no
2890,Olivia,43,Artist,3925,yes,yes,no
2891,Charlie,28,Programmer,3055,yes,yes,no
2892,Sophia,52,Nurse,3321,yes,no,no
2893,Olivia,43,Doctor,3846,yes,no,yes
2894,Liam,25,Scientist,3584,yes,yes,yes
2895,Olivia,23,Nurse,2251,no,yes,yes
2896,Bob,48,Doctor,3732,no,yes,yes
2897,Alice,60,Artist,4265,no,yes,yes
2898,Liam,34,Scientist,3367,no,no,no
2899,Doe,54,Analyst,2284,no,yes,no
2900,Liam,60,Doctor,3086,no,no,yes
2901,Bob,35,Analyst,544,no,yes,no
2902,Liam,40,Artist,2257,no,yes,yes
2903,Liam,58,Lawyer,1786,yes,no,no
2904,Alice,40,Programmer,1717,no,yes,no
2905,Olivia,50,Artist,1923,yes,yes,no
2906,John,23,Doctor,4365,no,yes,no
2907,Alice,37,Programmer,3765,no,no,no
2908,Liam,59,Scientist,3101,yes,yes,yes
2909,Doe,22,Programmer,3162,yes,no,yes
2910,Alice,45,Teacher,1326,yes,no,yes
2911,Bob,43,Artist,2701,yes,yes,yes
2912,Emma,57,Engineer,4302,yes,no,yes
2913,Doe,57,Teacher,4322,no,yes,yes
2914,Charlie,40,Analyst,3947,no,yes,yes
2915,Alice,44,Engineer,1518,no,yes,yes
2916,Jane,58,Engineer,3138,yes,yes,no
2917,Sophia,56,Scientist,4700,no,yes,no
2918,Emma,37,Engineer,3886,no,yes,yes
2919,Jane,30,Lawyer,2472,yes,yes,no
2920,John,43,Engineer,4377,no,no,no
2921,Bob,33,Artist,502,yes,no,yes
2922,Olivia,56,Doctor,3481,no,yes,no
2923,Emma,26,Nurse,1027,no,no,no
2924,Liam,33,Nurse,4542,no,yes,no
2925,Bob,58,Manager,3882,no,no,yes
2926,Doe,47,Manager,2934,no,no,no
2927,Sophia,33,Lawyer,3718,yes,no,yes
2928,John,29,Doctor,877,yes,yes,no
2929,Sophia,49,Analyst,1593,yes,no,yes
2930,Jane,41,Doctor,4630,yes,yes,no
2931,Alice,46,Teacher,1931,yes,yes,yes
2932,Charlie,39,Programmer,4618,no,yes,yes
2933,John,32,Scientist,985,yes,no,no
2934,Liam,44,Programmer,4313,no,yes,yes
2935,Alice,60,Lawyer,2880,yes,no,no
2936,Doe,46,Nurse,2633,yes,no,no
2937,Liam,34,Lawyer,4954,no,no,yes
2938,John,52,Artist,2045,yes,no,no
2939,Bob,26,Artist,1056,yes,yes,no
2940,Olivia,40,Programmer,4026,yes,yes,no
2941,John,41,Engineer,3871,yes,yes,yes
2942,Charlie,28,Nurse,1163,no,no,no
2943,Jane,23,Analyst,3069,yes,yes,yes
2944,Liam,23,Doctor,3970,no,no,no
2945,John,60,Doctor,3391,no,no,yes
2946,Jane,41,Artist,2492,yes,yes,no
2947,John,59,Manager,3559,yes,yes,no
2948,Bob,39,Scientist,3106,no,yes,no
2949,Olivia,33,Doctor,2779,no,no,no
2950,Bob,44,Nurse,2767,no,no,yes
2951,Doe,54,Manager,4748,yes,no,yes
2952,John,50,Artist,3332,no,no,no
2953,Doe,45,Programmer,2840,no,yes,yes
2954,Liam,41,Doctor,1283,no,yes,yes
2955,Charlie,32,Teacher,4251,yes,yes,no
2956,Bob,29,Lawyer,3319,yes,yes,no
2957,Emma,56,Artist,2886,no,no,no
2958,Olivia,28,Nurse,4088,yes,no,yes
2959,Olivia,23,Scientist,623,no,yes,yes
2960,Liam,28,Manager,1669,yes,yes,no
2961,Doe,23,Artist,1908,no,no,no
2962,Olivia,48,Teacher,4244,no,yes,yes
2963,Alice,25,Analyst,2314,no,yes,no
2964,Sophia,25,Lawyer,1507,no,no,no
2965,Charlie,41,Analyst,2874,no,yes,yes
2966,Emma,55,Analyst,2806,no,no,no
2967,John,40,Engineer,2960,no,yes,no
2968,Doe,55,Manager,3879,yes,no,yes
2969,Charlie,53,Teacher,4226,yes,no,no
2970,Bob,37,Teacher,3462,yes,no,no
2971,Liam,42,Lawyer,735,no,no,yes
2972,Liam,50,Analyst,1674,no,no,yes
2973,Bob,55,Analyst,2012,no,no,no
2974,Alice,28,Manager,4161,yes,yes,yes
2975,John,46,Nurse,3588,no,no,no
2976,Bob,39,Doctor,3541,yes,no,yes
2977,Charlie,58,Analyst,3928,yes,yes,no
2978,Emma,33,Lawyer,1017,yes,yes,no
2979,Olivia,40,Nurse,4681,no,no,no
2980,John,53,Analyst,4893,yes,yes,yes
2981,Doe,54,Nurse,1086,yes,yes,yes
2982,Charlie,42,Doctor,4228,yes,no,yes
2983,Alice,38,Scientist,3715,no,yes,no
2984,Jane,26,Analyst,1704,no,yes,yes
2985,Doe,24,Manager,4532,yes,no,no
2986,Sophia,22,Nurse,985,yes,yes,yes
2987,Charlie,44,Analyst,3337,yes,yes,no
2988,Emma,37,Nurse,1217,no,yes,no
2989,Emma,33,Lawyer,4653,yes,no,no
2990,Liam,30,Lawyer,1143,no,no,no
2991,Jane,25,Programmer,3882,no,no,yes
2992,Doe,57,Artist,3587,no,yes,yes
2993,Jane,24,Lawyer,4604,yes,no,no
2994,Jane,50,Teacher,987,no,no,yes
2995,Sophia,56,Nurse,4975,no,yes,yes
2996,Charlie,39,Analyst,3152,no,no,yes
2997,Sophia,46,Lawyer,1256,yes,yes,yes
2998,Olivia,49,Doctor,3028,yes,yes,yes
2999,Jane,48,Doctor,3044,no,no,yes
3000,Doe,32,Teacher,1767,no,yes,yes
3001,Bob,32,Doctor,4715,yes,no,no
3002,Bob,23,Engineer,2868,yes,yes,yes
3003,Bob,53,Lawyer,3253,yes,yes,no
3004,Jane,22,Programmer,702,no,no,no
3005,Doe,26,Teacher,3193,yes,no,no
3006,Doe,49,Engineer,1849,no,no,no
3007,John,39,Programmer,3426,yes,no,yes
3008,Bob,31,Lawyer,2974,yes,no,no
3009,Emma,43,Nurse,3469,no,no,no
3010,Charlie,39,Teacher,4590,yes,no,no
3011,John,57,Lawyer,2291,yes,yes,yes
3012,Doe,44,Doctor,1844,no,yes,yes
3013,Olivia,56,Artist,1751,no,no,no
3014,Olivia,52,Scientist,3785,no,no,yes
3015,Charlie,27,Manager,3150,no,yes,no
3016,Jane,36,Doctor,2767,yes,no,yes
3017,Liam,48,Manager,595,yes,no,no
3018,Emma,39,Manager,2146,yes,yes,yes
3019,Liam,29,Doctor,2575,yes,yes,yes
3020,John,60,Scientist,1686,yes,yes,no
3021,Jane,58,Artist,3902,no,yes,yes
3022,Charlie,32,Engineer,2171,yes,yes,no
3023,Liam,60,Teacher,1466,no,no,no
3024,Olivia,24,Teacher,4728,yes,no,yes
3025,Sophia,26,Lawyer,2691,no,yes,no
3026,Jane,26,Programmer,2628,no,no,yes
3027,Liam,38,Teacher,3930,yes,no,no
3028,Alice,41,Artist,1333,no,no,no
3029,Olivia,28,Doctor,3306,no,yes,no
3030,Bob,36,Engineer,3758,no,no,yes
3031,Doe,39,Analyst,974,no,yes,yes
3032,Jane,47,Manager,4229,no,no,yes
3033,Emma,58,Engineer,1121,yes,yes,no
3034,Sophia,44,Scientist,2743,yes,no,yes
3035,Alice,30,Doctor,771,yes,no,yes
3036,Liam,53,Teacher,3707,no,no,no
3037,Olivia,36,Engineer,1590,yes,no,yes
3038,Sophia,31,Programmer,4708,yes,no,yes
3039,Jane,43,Programmer,3968,yes,yes,no
3040,Jane,53,Doctor,4169,no,yes,no
3041,Sophia,45,Teacher,2479,no,yes,yes
3042,Bob,30,Lawyer,3889,yes,no,yes
3043,Bob,42,Lawyer,4362,no,yes,yes
3044,Olivia,30,Engineer,940,no,yes,no
3045,Charlie,46,Manager,4414,yes,no,yes
3046,Sophia,34,Teacher,3997,yes,no,yes
3047,Alice,60,Doctor,971,yes,yes,yes
3048,Jane,56,Lawyer,795,yes,yes,no
3049,Olivia,56,Nurse,862,yes,yes,no
3050,John,46,Scientist,4613,no,no,no
3051,Doe,24,Programmer,2174,yes,no,yes
3052,Charlie,24,Manager,1569,yes,yes,yes
3053,Sophia,30,Nurse,3017,no,no,no
3054,Doe,56,Nurse,738,yes,no,no
3055,Doe,43,Analyst,3942,no,yes,no
3056,Jane,34,Scientist,3331,no,no,yes
3057,Charlie,46,Teacher,2551,no,yes,yes
3058,Bob,32,Engineer,740,yes,no,yes
3059,Doe,54,Scientist,1911,yes,no,no
3060,Alice,47,Manager,1640,no,yes,no
3061,Jane,58,Nurse,3315,no,yes,no
3062,Liam,49,Analyst,2651,no,yes,yes
3063,Liam,50,Programmer,1696,yes,yes,yes
3064,Sophia,42,Nurse,2960,yes,no,no
3065,Sophia,23,Lawyer,3343,no,yes,yes
3066,Alice,24,Doctor,3516,yes,yes,yes
3067,Jane,39,Programmer,3070,no,yes,yes
3068,Bob,30,Lawyer,776,yes,yes,no
3069,Emma,43,Teacher,2170,no,yes,no
3070,Charlie,55,Analyst,2273,yes,no,no
3071,John,47,Lawyer,747,yes,yes,yes
3072,Emma,52,Lawyer,2871,no,no,no
